policy_year,count,revenue,industry,state,employees,average_employee_age,multinational,risk_score
2018,0,574327,Financial Services,MA,22,38,0,3
2014,0,764764,General Commercial,TX,93,16,0,NA
2021,0,285437,Manufacturing,IL,133,16,0,4
2016,0,1095835,Manufacturing,PA,173,42,0,NA
2019,1,4158194,General Commercial,TX,272,16,1,4
2023,0,978053,Manufacturing,MI,46,33,0,NA
2023,0,1157580,General Commercial,TX,390,18,0,3
2013,0,1632984,Manufacturing,NJ,112,16,0,4
2013,0,646018,General Commercial,OH,22,22,0,4
2014,0,1367729,Oil/Gas,NC,542,37,0,1
2018,0,397120,General Commercial,MI,36,25,0,3
2023,0,1143858,Financial Services,NY,212,85,0,1
2020,0,386760,Financial Services,FL,61,24,0,3
2020,0,398784,General Commercial,CA,34,18,0,3
2022,0,1491835,General Commercial,NY,63,45,0,NA
2024,0,837150,General Commercial,NJ,66,36,0,4
2015,0,500984,General Commercial,TX,90,24,0,4
2015,0,930680,General Commercial,TX,236,16,0,4
2022,0,418441,Financial Services,AZ,46,25,0,2
2016,0,1488723,General Commercial,FL,86,16,0,5
2023,0,927104,General Commercial,NC,242,39,0,NA
2016,0,348086,Manufacturing,WA,16,44,0,NA
2017,0,933212,Financial Services,NC,116,16,0,4
2020,0,1403971,Manufacturing,NY,64,38,0,NA
2022,1,1761653,Manufacturing,CA,325,68,0,NA
2022,0,2100818,Financial Services,OH,670,19,0,2
2015,0,659474,Manufacturing,OH,26,38,0,3
2013,0,421087,Manufacturing,PA,46,26,0,3
2017,0,1310751,General Commercial,FL,309,35,0,NA
2024,0,870605,General Commercial,NC,87,17,0,1
2019,0,571708,General Commercial,MA,135,40,0,3
2014,0,421543,General Commercial,NY,65,16,0,3
2023,0,1306272,General Commercial,CA,82,30,0,NA
2016,1,13054535,Financial Services,NY,1293,16,1,4
2023,0,372381,Manufacturing,TX,52,70,0,NA
2013,0,862785,General Commercial,NC,44,48,0,5
2020,0,612268,General Commercial,FL,62,16,0,4
2024,0,1623184,Manufacturing,VA,210,17,0,3
2014,1,5332370,Manufacturing,NY,301,41,1,3
2015,0,3184255,General Commercial,OH,386,30,1,3
2024,0,409437,General Commercial,NJ,99,34,0,5
2023,0,1513312,General Commercial,TX,100,34,0,NA
2023,0,330278,Manufacturing,IL,41,22,0,NA
2023,0,926829,General Commercial,CA,59,18,0,4
2022,0,631366,Oil/Gas,NY,80,49,0,NA
2016,0,997768,General Commercial,GA,279,23,0,NA
2022,0,831457,General Commercial,OH,65,25,0,NA
2022,0,1930462,General Commercial,TX,272,30,0,3
2016,0,647823,Oil/Gas,FL,56,21,0,NA
2021,2,1339108,General Commercial,MI,535,37,0,5
2024,0,922349,General Commercial,VA,36,26,0,NA
2013,0,1720539,General Commercial,NC,667,19,0,2
2017,0,2487020,Financial Services,IL,350,69,0,4
2022,0,723433,Manufacturing,NY,90,40,0,NA
2020,0,1601851,General Commercial,GA,314,21,0,4
2015,0,428751,General Commercial,MA,119,24,0,5
2016,0,3787901,Financial Services,NY,526,45,1,4
2013,0,659200,Manufacturing,TX,169,20,0,NA
2017,0,1125939,General Commercial,FL,153,23,0,NA
2015,1,1127601,Manufacturing,CA,90,16,0,3
2022,0,1380101,Manufacturing,NJ,154,27,0,4
2022,0,1780572,Manufacturing,WA,359,16,0,4
2024,0,3403903,General Commercial,TX,415,18,1,3
2020,0,364902,Manufacturing,NY,41,47,0,2
2019,0,1174272,General Commercial,NY,197,62,0,3
2016,0,568205,Manufacturing,IL,49,36,0,NA
2018,0,727249,General Commercial,FL,126,52,0,2
2024,0,553652,Manufacturing,TX,48,23,0,2
2024,0,1970877,Manufacturing,PA,283,30,0,NA
2016,0,299494,General Commercial,FL,32,35,0,4
2015,0,473422,General Commercial,IL,97,50,0,4
2016,0,656021,Financial Services,CA,64,32,0,NA
2024,0,1544631,General Commercial,CA,160,57,0,3
2023,0,2288317,General Commercial,GA,409,32,0,3
2023,0,2263430,Manufacturing,MI,127,19,0,4
2022,0,1041950,General Commercial,PA,203,42,0,3
2017,1,766348,General Commercial,NC,60,16,0,2
2017,0,464413,Financial Services,NC,30,20,0,3
2015,0,3476469,General Commercial,FL,350,16,1,NA
2019,0,1365276,General Commercial,NJ,123,29,0,4
2015,0,611991,General Commercial,OH,62,36,0,5
2018,0,4291147,General Commercial,NC,250,25,1,NA
2014,0,1128574,General Commercial,NY,64,35,0,3
2016,0,1082333,Financial Services,OH,76,24,0,3
2017,0,1064746,General Commercial,MA,225,25,0,3
2018,0,1743154,Manufacturing,NY,121,21,0,2
2014,0,831249,Financial Services,NY,83,34,0,1
2019,0,669869,Manufacturing,TX,106,32,0,NA
2016,0,448123,Manufacturing,FL,27,16,0,NA
2020,0,789225,General Commercial,FL,129,21,0,NA
2022,0,331693,General Commercial,GA,75,16,0,NA
2022,0,680638,Manufacturing,CA,254,38,0,3
2019,0,1194642,Financial Services,PA,114,25,0,2
2017,0,374030,Manufacturing,VA,31,16,0,3
2018,0,1530727,General Commercial,TX,183,16,0,3
2014,0,2118895,Manufacturing,VA,594,16,0,2
2022,0,3955679,Financial Services,NJ,357,24,1,5
2013,0,211274,General Commercial,TX,38,44,0,4
2023,0,697648,Manufacturing,CA,24,25,0,1
2017,0,653414,Manufacturing,CA,78,31,0,NA
2019,1,4118547,Oil/Gas,VA,243,28,1,1
2021,0,270709,Manufacturing,FL,70,16,0,NA
2020,0,1046105,Manufacturing,VA,484,16,0,3
2015,0,608898,Financial Services,TX,103,20,0,3
2018,0,675816,General Commercial,FL,87,16,0,NA
2017,0,695372,Financial Services,GA,63,36,0,NA
2015,0,2191557,Manufacturing,NY,148,34,0,NA
2020,0,420644,Manufacturing,NC,149,20,0,NA
2018,0,264779,Financial Services,CA,14,30,0,NA
2022,0,649590,Manufacturing,NJ,77,49,0,NA
2020,0,3163865,General Commercial,FL,76,17,1,2
2019,0,3660428,General Commercial,VA,2380,24,1,NA
2016,0,1639239,Manufacturing,NJ,228,22,0,2
2015,0,486846,General Commercial,FL,49,16,0,4
2022,0,1860240,Manufacturing,CA,886,22,0,4
2018,0,293168,General Commercial,CA,89,16,0,NA
2016,0,1376946,Oil/Gas,TX,237,16,0,3
2019,0,3456032,Manufacturing,NC,345,26,1,4
2021,0,2052366,General Commercial,CA,214,32,0,NA
2022,0,1049359,General Commercial,GA,89,26,0,3
2017,1,1724975,General Commercial,IL,53,22,0,NA
2014,0,1008714,Manufacturing,NJ,118,16,0,NA
2022,0,1029652,Manufacturing,WA,195,46,0,NA
2023,0,2224959,General Commercial,FL,236,29,0,4
2018,0,213726,Manufacturing,PA,21,18,0,3
2016,0,1274181,General Commercial,NY,105,48,0,NA
2018,2,7996510,Financial Services,VA,757,39,1,4
2024,0,668659,Financial Services,PA,57,29,0,NA
2021,1,2691915,General Commercial,MA,166,25,1,NA
2020,0,487276,General Commercial,TX,67,25,0,3
2018,0,392545,General Commercial,VA,42,28,0,NA
2018,0,1207476,Financial Services,MI,132,25,0,4
2022,0,2395985,General Commercial,TX,127,33,0,2
2017,0,682284,Manufacturing,TX,54,16,0,NA
2018,2,3952570,Oil/Gas,NY,112,85,1,4
2019,1,1235125,General Commercial,TX,121,16,0,NA
2015,0,1902163,Financial Services,NC,111,45,0,NA
2017,1,2829014,Manufacturing,CA,632,32,1,NA
2023,0,2017097,General Commercial,IL,725,20,0,2
2023,0,1974379,Financial Services,IL,797,20,0,NA
2021,0,594168,General Commercial,IL,55,16,0,5
2021,0,234184,General Commercial,OH,42,20,0,2
2015,0,2016055,Manufacturing,OH,268,19,0,4
2015,0,428876,General Commercial,TX,33,60,0,NA
2023,0,1848565,Financial Services,TX,396,19,0,NA
2017,1,1698259,General Commercial,CA,250,85,0,NA
2016,0,852138,General Commercial,PA,81,31,0,NA
2017,0,1491369,Manufacturing,OH,280,55,0,4
2022,0,681741,Financial Services,OH,113,48,0,3
2021,0,1078120,Manufacturing,VA,177,35,0,3
2018,0,829973,General Commercial,GA,42,18,0,3
2023,0,2322070,Manufacturing,NC,195,16,0,NA
2022,0,665332,General Commercial,VA,76,18,0,4
2015,1,2825630,Manufacturing,NY,378,16,1,NA
2017,0,1765526,Oil/Gas,TX,537,35,0,5
2023,0,1318751,General Commercial,GA,503,17,0,NA
2022,0,911945,General Commercial,NY,80,17,0,NA
2021,0,1174445,Manufacturing,NY,127,31,0,NA
2015,0,2662210,General Commercial,MI,295,42,1,3
2023,0,337242,General Commercial,MA,41,20,0,3
2014,0,1575417,General Commercial,AZ,97,33,0,NA
2014,0,1801276,Financial Services,MI,231,31,0,3
2016,0,1768668,General Commercial,PA,53,23,0,NA
2020,0,647516,Financial Services,GA,405,34,0,5
2018,0,694859,General Commercial,PA,122,16,0,3
2015,0,548492,General Commercial,CA,67,22,0,NA
2021,0,470476,General Commercial,IL,294,54,0,3
2014,0,283341,Manufacturing,TX,104,22,0,NA
2014,0,394498,Manufacturing,CA,28,40,0,NA
2021,1,454226,General Commercial,NJ,28,40,0,3
2022,0,758944,General Commercial,FL,99,20,0,2
2019,0,119204,General Commercial,NY,3,19,0,4
2021,1,4837771,Financial Services,TX,441,18,1,NA
2022,0,583352,General Commercial,FL,61,50,0,NA
2023,0,538424,General Commercial,PA,53,58,0,1
2023,0,1967319,Manufacturing,CA,199,31,0,3
2024,0,1796333,Oil/Gas,OH,742,32,0,NA
2018,0,1109291,General Commercial,CA,167,24,0,5
2024,0,1799765,Manufacturing,MA,959,16,0,5
2020,0,182532,Manufacturing,FL,20,19,0,4
2017,0,2105492,Manufacturing,PA,701,16,0,3
2021,0,1043367,General Commercial,FL,224,47,0,3
2018,3,824666,Manufacturing,MI,96,29,0,3
2023,0,215526,General Commercial,CA,9,80,0,NA
2024,0,1792773,Manufacturing,NJ,124,31,0,NA
2020,0,1126145,Oil/Gas,NY,297,22,0,5
2018,2,2970286,Manufacturing,NY,195,16,1,NA
2016,0,924728,General Commercial,GA,123,54,0,4
2019,0,1076815,General Commercial,AZ,102,47,0,3
2020,0,893074,Oil/Gas,NC,85,65,0,3
2016,5,5284159,Manufacturing,MA,545,16,1,4
2015,1,2403049,General Commercial,CA,864,53,0,3
2017,0,997782,General Commercial,OH,44,43,0,5
2021,0,1280576,General Commercial,AZ,204,30,0,2
2021,0,2847334,General Commercial,PA,458,25,1,NA
2023,0,1611237,Financial Services,FL,425,20,0,2
2014,0,3110066,General Commercial,NC,351,19,1,NA
2021,0,2008395,General Commercial,NY,452,26,0,3
2021,0,235135,Manufacturing,OH,39,34,0,NA
2023,0,459530,General Commercial,CA,22,16,0,2
2018,1,914517,General Commercial,OH,35,36,0,2
2018,0,1194247,General Commercial,AZ,19,16,0,NA
2022,0,1035132,General Commercial,OH,32,17,0,3
2020,0,579583,General Commercial,NJ,39,33,0,5
2022,0,450027,Manufacturing,VA,60,26,0,3
2016,0,187985,Financial Services,GA,19,17,0,NA
2017,0,1423053,General Commercial,TX,228,42,0,4
2015,0,785035,General Commercial,CA,83,26,0,4
2019,0,899081,Financial Services,OH,57,24,0,4
2018,0,747554,Financial Services,CA,34,27,0,NA
2018,0,433133,General Commercial,PA,26,17,0,2
2014,0,1341037,General Commercial,FL,219,39,0,4
2022,0,772041,Manufacturing,FL,60,26,0,NA
2014,0,921975,Financial Services,AZ,107,54,0,5
2021,1,982221,General Commercial,CA,298,23,0,3
2023,0,598062,General Commercial,CA,44,16,0,NA
2014,0,373528,Manufacturing,OH,70,53,0,NA
2020,0,1617571,General Commercial,TX,475,37,0,NA
2014,0,300983,General Commercial,CA,15,21,0,NA
2015,0,1293622,General Commercial,VA,139,31,0,4
2022,0,543437,General Commercial,NC,35,16,0,2
2022,0,621933,Manufacturing,GA,119,24,0,3
2016,0,1203724,General Commercial,NC,332,28,0,4
2015,0,1785383,Manufacturing,CA,120,34,0,NA
2014,0,660571,Manufacturing,TX,77,26,0,2
2019,0,853534,General Commercial,NY,86,66,0,1
2017,0,757903,Manufacturing,MA,82,33,0,3
2018,0,1349230,Financial Services,NY,162,25,0,3
2018,30,2484970,General Commercial,PA,221,32,0,4
2023,0,453058,General Commercial,CA,60,20,0,2
2019,0,1961013,General Commercial,FL,297,21,0,1
2018,0,5482277,Manufacturing,FL,177,27,1,2
2017,1,3680805,Manufacturing,OH,497,26,1,4
2023,0,4768289,Manufacturing,CA,230,32,1,NA
2020,0,1429499,Financial Services,MA,166,31,0,3
2020,0,1117784,General Commercial,CA,249,27,0,4
2014,0,1185212,General Commercial,CA,66,36,0,NA
2016,0,337321,Manufacturing,MA,50,39,0,3
2015,0,411218,Financial Services,VA,52,38,0,4
2019,0,191567,Manufacturing,NY,25,24,0,NA
2023,0,4769277,General Commercial,NC,292,69,1,NA
2017,0,239527,Financial Services,CA,45,17,0,3
2014,30,2258771,General Commercial,GA,69,19,0,3
2017,3,11146761,Manufacturing,CA,546,22,1,NA
2015,1,890495,Manufacturing,CA,46,29,0,NA
2017,0,1796558,Manufacturing,AZ,338,18,0,3
2018,0,946326,General Commercial,CA,163,69,0,NA
2017,1,489987,Financial Services,NJ,87,16,0,4
2021,0,912220,Financial Services,FL,457,94,0,3
2020,0,686277,Manufacturing,PA,80,35,0,NA
2018,0,878082,General Commercial,VA,117,34,0,4
2014,1,1364532,General Commercial,CA,119,37,0,1
2019,0,1316116,General Commercial,MA,142,16,0,2
2021,0,469047,General Commercial,NJ,28,18,0,4
2023,0,664743,Manufacturing,TX,20,18,0,NA
2016,0,394055,General Commercial,GA,46,60,0,2
2013,0,2315141,General Commercial,PA,299,28,0,3
2021,0,3617936,Manufacturing,VA,323,51,1,NA
2022,0,1752395,Manufacturing,PA,252,16,0,4
2019,0,1795865,General Commercial,NJ,367,16,0,3
2023,0,482474,Manufacturing,PA,61,24,0,NA
2019,0,474161,General Commercial,OH,120,23,0,NA
2020,2,6115759,Manufacturing,CA,271,18,1,2
2023,0,1766855,General Commercial,AZ,149,24,0,NA
2014,0,1237903,General Commercial,VA,287,23,0,1
2018,0,2162107,Manufacturing,OH,397,27,0,NA
2017,0,315364,Manufacturing,PA,54,30,0,4
2018,0,304319,General Commercial,OH,82,48,0,1
2020,0,2222693,Manufacturing,NY,191,49,0,1
2023,0,1266179,Manufacturing,NJ,81,18,0,2
2018,0,1787000,Financial Services,CA,198,22,0,NA
2017,0,1649806,General Commercial,NY,346,37,0,3
2014,0,777912,Manufacturing,NJ,64,20,0,NA
2018,0,1248038,General Commercial,NY,368,22,0,3
2018,0,468875,General Commercial,TX,84,35,0,NA
2020,0,1906270,Financial Services,CA,157,16,0,NA
2019,1,786278,Financial Services,AZ,270,35,0,4
2022,0,1777372,Manufacturing,CA,353,35,0,1
2014,0,7292311,Financial Services,OH,369,58,1,2
2022,0,677500,Manufacturing,CA,81,24,0,3
2023,0,1046637,General Commercial,CA,74,47,0,2
2019,0,492971,Financial Services,TX,50,28,0,4
2017,0,299478,General Commercial,PA,60,24,0,2
2015,0,855096,Financial Services,MA,266,19,0,NA
2020,0,1107000,General Commercial,FL,118,16,0,3
2021,0,484687,General Commercial,GA,101,29,0,2
2015,0,1112752,General Commercial,CA,37,22,0,4
2018,0,482028,Financial Services,PA,15,30,0,NA
2022,0,600931,Financial Services,AZ,26,21,0,NA
2022,0,2148623,Manufacturing,FL,204,32,0,2
2021,0,752698,General Commercial,TX,142,26,0,NA
2023,0,753923,Manufacturing,IL,90,67,0,2
2023,0,1664819,Oil/Gas,FL,289,26,0,NA
2013,0,773108,Oil/Gas,CA,82,16,0,2
2019,0,644345,Manufacturing,CA,84,16,0,3
2018,0,635404,Manufacturing,NJ,110,27,0,3
2013,2,1192176,General Commercial,MI,366,21,0,2
2016,0,1572256,Manufacturing,IL,228,26,0,3
2022,0,721452,General Commercial,MI,147,16,0,5
2022,0,1270128,General Commercial,NJ,239,53,0,NA
2016,1,1332940,General Commercial,MI,907,30,0,4
2015,0,1398056,Financial Services,CA,142,36,0,4
2016,1,2300760,General Commercial,IL,70,16,0,NA
2024,0,1735334,General Commercial,NY,125,16,0,3
2023,0,929934,Oil/Gas,NJ,117,16,0,4
2023,0,569369,Manufacturing,AZ,65,33,0,4
2015,1,1615650,Manufacturing,MI,382,51,0,NA
2023,0,1141550,Manufacturing,CA,116,29,0,NA
2015,0,765571,General Commercial,CA,119,66,0,4
2018,0,726515,General Commercial,PA,64,26,0,2
2017,0,2670036,Financial Services,FL,469,28,1,NA
2017,0,214657,Manufacturing,NJ,12,23,0,NA
2013,0,1949629,General Commercial,NJ,328,101,0,3
2019,1,1278129,General Commercial,TX,59,20,0,NA
2020,0,1528257,General Commercial,OH,157,16,0,NA
2021,0,591452,Manufacturing,WA,64,27,0,4
2014,0,563678,General Commercial,NC,15,16,0,NA
2014,0,1219745,Manufacturing,OH,115,40,0,2
2018,1,1496605,Oil/Gas,WA,78,26,0,NA
2023,0,1818706,Financial Services,WA,277,26,0,2
2014,0,789473,Manufacturing,TX,73,45,0,NA
2020,0,933198,General Commercial,AZ,425,25,0,3
2018,0,495884,General Commercial,MA,150,28,0,NA
2024,0,2426652,Financial Services,TX,155,29,0,2
2021,0,934194,Manufacturing,CA,101,32,0,NA
2020,0,380299,Manufacturing,CA,22,54,0,4
2017,0,2451270,Financial Services,PA,331,45,0,4
2014,0,676946,Financial Services,TX,32,23,0,5
2013,0,757740,General Commercial,CA,40,52,0,2
2017,0,1462515,General Commercial,CA,779,58,0,NA
2015,0,1522303,General Commercial,CA,283,16,0,3
2019,1,2260386,General Commercial,NY,1133,38,0,3
2021,0,581105,General Commercial,GA,62,21,0,4
2015,0,682487,General Commercial,TX,110,35,0,3
2020,0,2598332,Financial Services,WA,116,29,1,NA
2019,0,2098850,General Commercial,TX,162,26,0,2
2019,0,484283,General Commercial,WA,44,33,0,3
2016,0,565484,Oil/Gas,NY,77,19,0,3
2020,1,1466474,General Commercial,CA,43,16,0,2
2014,0,871557,General Commercial,TX,52,97,0,3
2018,0,1416343,General Commercial,AZ,142,19,0,3
2016,0,2393354,General Commercial,TX,749,22,0,NA
2021,0,400865,Financial Services,MI,32,18,0,4
2022,0,731059,Manufacturing,FL,56,30,0,NA
2017,0,481060,Manufacturing,FL,57,16,0,NA
2021,0,432711,General Commercial,OH,138,44,0,4
2022,0,677277,General Commercial,FL,139,16,0,3
2014,0,368694,Financial Services,FL,19,23,0,NA
2018,0,1051362,Financial Services,NY,57,45,0,2
2022,0,553705,Manufacturing,TX,138,17,0,NA
2014,0,975180,General Commercial,NY,287,38,0,3
2022,0,3719375,General Commercial,GA,841,16,1,NA
2022,0,1320611,Financial Services,TX,208,47,0,2
2019,0,485413,Manufacturing,AZ,111,16,0,NA
2023,0,1870518,Oil/Gas,OH,303,28,0,NA
2021,0,968420,Financial Services,PA,42,84,0,NA
2014,0,1394607,General Commercial,NJ,86,32,0,NA
2022,0,515942,Oil/Gas,TX,68,19,0,3
2019,0,384274,General Commercial,TX,26,36,0,3
2017,0,1234653,General Commercial,IL,54,27,0,NA
2016,1,1692376,General Commercial,CA,215,32,0,3
2018,1,2177639,General Commercial,CA,240,41,0,4
2018,0,402142,General Commercial,IL,30,27,0,4
2014,1,1580230,Manufacturing,TX,372,22,0,1
2020,0,2019099,Financial Services,OH,308,31,0,3
2016,0,354749,Manufacturing,FL,53,29,0,1
2019,0,448636,Financial Services,AZ,29,54,0,3
2018,0,2007080,General Commercial,FL,176,17,0,1
2020,0,905917,Manufacturing,GA,49,29,0,3
2020,0,1750642,General Commercial,FL,196,42,0,1
2017,0,392021,Financial Services,TX,63,62,0,2
2022,0,1048509,Manufacturing,WA,50,29,0,NA
2020,0,2290769,General Commercial,NY,154,34,0,NA
2023,0,2060817,General Commercial,TX,1352,30,0,3
2023,0,742885,General Commercial,NY,83,24,0,3
2019,0,361882,Oil/Gas,CA,92,37,0,NA
2022,0,1727696,Financial Services,GA,134,27,0,1
2024,0,2345717,General Commercial,NJ,365,26,0,3
2022,0,1232182,General Commercial,VA,285,29,0,NA
2021,0,2096476,General Commercial,NC,338,17,0,1
2018,0,752479,Manufacturing,FL,32,46,0,3
2022,0,2548084,General Commercial,TX,376,65,1,2
2019,2,14692413,Financial Services,CA,771,29,1,2
2017,0,264114,Financial Services,CA,29,24,0,NA
2018,0,490362,General Commercial,CA,137,30,0,1
2018,0,694235,Oil/Gas,FL,26,30,0,5
2019,0,361413,General Commercial,NC,16,35,0,4
2024,0,2120946,General Commercial,NJ,1026,16,0,NA
2022,0,481764,General Commercial,NY,46,41,0,NA
2019,1,626995,Manufacturing,OH,25,17,0,1
2016,0,726675,Manufacturing,TX,81,27,0,4
2019,0,456608,General Commercial,NY,71,16,0,3
2017,0,822277,General Commercial,WA,48,24,0,5
2016,0,274481,Manufacturing,CA,27,50,0,NA
2016,0,1201327,General Commercial,TX,89,23,0,NA
2022,0,2362609,Manufacturing,MA,888,18,0,NA
2019,0,694960,General Commercial,TX,30,26,0,2
2021,0,1768272,Manufacturing,MI,112,20,0,5
2021,0,1940548,Manufacturing,TX,268,44,0,2
2022,0,756554,Manufacturing,CA,129,26,0,2
2015,0,303584,General Commercial,GA,18,16,0,NA
2016,0,294551,General Commercial,TX,68,51,0,3
2023,0,315812,Oil/Gas,CA,61,46,0,NA
2022,0,1319676,General Commercial,TX,255,35,0,4
2018,0,868656,Manufacturing,FL,118,18,0,5
2023,0,1705447,General Commercial,TX,143,16,0,NA
2014,0,1546485,General Commercial,FL,553,28,0,2
2014,0,496594,General Commercial,NY,23,16,0,4
2023,0,1090828,General Commercial,FL,47,30,0,NA
2019,0,399031,General Commercial,TX,75,19,0,2
2015,0,502722,Financial Services,PA,36,19,0,4
2019,0,677125,General Commercial,CA,28,22,0,NA
2021,0,506591,Oil/Gas,CA,53,21,0,2
2017,0,2830982,Manufacturing,IL,316,18,1,3
2021,0,2146516,Manufacturing,FL,548,27,0,5
2024,0,890823,Manufacturing,TX,60,20,0,NA
2022,0,434121,General Commercial,TX,39,26,0,NA
2020,0,1008475,General Commercial,TX,80,56,0,NA
2022,0,3736346,Manufacturing,FL,445,34,1,NA
2018,0,249149,Financial Services,NC,45,21,0,NA
2023,0,841376,Manufacturing,IL,97,78,0,3
2023,0,519080,General Commercial,VA,40,33,0,3
2014,0,2396725,Manufacturing,FL,528,65,0,3
2020,0,859148,Manufacturing,FL,118,21,0,NA
2016,0,400271,Manufacturing,FL,164,19,0,3
2013,0,718413,General Commercial,NJ,83,26,0,NA
2024,0,1197034,Manufacturing,TX,208,57,0,2
2021,2,3569662,Manufacturing,CA,128,25,1,NA
2017,0,1658320,General Commercial,NJ,157,29,0,4
2022,0,1750502,General Commercial,PA,65,32,0,3
2019,1,1432324,Financial Services,GA,100,22,0,3
2019,1,1967820,General Commercial,CA,593,16,0,NA
2015,0,2270990,Manufacturing,NC,260,48,0,4
2021,0,765048,General Commercial,FL,196,23,0,NA
2021,0,1178915,General Commercial,OH,68,32,0,3
2020,0,938833,Manufacturing,FL,301,38,0,5
2023,0,2202064,General Commercial,MI,378,52,0,NA
2015,0,802654,General Commercial,CA,33,31,0,NA
2020,1,3214674,General Commercial,GA,149,16,1,1
2024,0,3622509,Financial Services,IL,206,28,1,NA
2016,0,1740279,General Commercial,NY,268,31,0,3
